sentence	target_occupation
Rowan has a sister , played basketball , sang in a choir and now works as a florist and is friends with a painter . For his job , Rowan sells [MASK] .	flowers
Sebastian works as an optician and is friends with a florist . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician and is friends with a florist . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician and is friends with a florist . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician and is friends with a florist . For his job , Sebastian sells [MASK] .	glasses
Daniel works as an optician and is friends with a butcher . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician and is friends with a butcher . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball and now works as an optician and is friends with a butcher . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball , sang in a choir and now works as an optician and is friends with a butcher . For his job , Daniel sells [MASK] .	glasses
John works as an optician and is friends with a baker . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and is friends with a baker . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and is friends with a baker . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and is friends with a baker . For his job , John sells [MASK] .	glasses
Jake works as an optician and is friends with a fisherman . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and is friends with a fisherman . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician and is friends with a fisherman . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician and is friends with a fisherman . For his job , Jake sells [MASK] .	glasses
Rowan works as an optician and is friends with a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and is friends with a painter . For his job , Rowan sells [MASK] .	glasses
Joe works as a butcher and is friends with a florist . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher and is friends with a florist . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball and now works as a butcher and is friends with a florist . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball , sang in a choir and now works as a butcher and is friends with a florist . For his job , Joe sells [MASK] .	meat
Sebastian works as a butcher and is friends with an optician . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister and now works as a butcher and is friends with an optician . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister , played basketball and now works as a butcher and is friends with an optician . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister , played basketball , sang in a choir and now works as a butcher and is friends with an optician . For his job , Sebastian sells [MASK] .	meat
John works as a butcher and is friends with a baker . For his job , John sells [MASK] .	meat
John has a sister and now works as a butcher and is friends with a baker . For his job , John sells [MASK] .	meat
John has a sister , played basketball and now works as a butcher and is friends with a baker . For his job , John sells [MASK] .	meat
John has a sister , played basketball , sang in a choir and now works as a butcher and is friends with a baker . For his job , John sells [MASK] .	meat
Jack works as a butcher and is friends with a fisherman . For his job , Jack sells [MASK] .	meat
Jack has a sister and now works as a butcher and is friends with a fisherman . For his job , Jack sells [MASK] .	meat
Jack has a sister , played basketball and now works as a butcher and is friends with a fisherman . For his job , Jack sells [MASK] .	meat
Jack has a sister , played basketball , sang in a choir and now works as a butcher and is friends with a fisherman . For his job , Jack sells [MASK] .	meat
Sebastian works as a butcher and is friends with a painter . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister and now works as a butcher and is friends with a painter . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister , played basketball and now works as a butcher and is friends with a painter . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister , played basketball , sang in a choir and now works as a butcher and is friends with a painter . For his job , Sebastian sells [MASK] .	meat
Rowan works as a baker and is friends with a florist . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker and is friends with a florist . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , played basketball and now works as a baker and is friends with a florist . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , played basketball , sang in a choir and now works as a baker and is friends with a florist . For his job , Rowan sells [MASK] .	bread
John works as a baker and is friends with an optician . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and is friends with an optician . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and is friends with an optician . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and is friends with an optician . For his job , John sells [MASK] .	bread
Jake works as a baker and is friends with a butcher . For his job , Jake sells [MASK] .	bread
Jake has a sister and now works as a baker and is friends with a butcher . For his job , Jake sells [MASK] .	bread
Jake has a sister , played basketball and now works as a baker and is friends with a butcher . For his job , Jake sells [MASK] .	bread
Jake has a sister , played basketball , sang in a choir and now works as a baker and is friends with a butcher . For his job , Jake sells [MASK] .	bread
Jake works as a baker and is friends with a fisherman . For his job , Jake sells [MASK] .	bread
Jake has a sister and now works as a baker and is friends with a fisherman . For his job , Jake sells [MASK] .	bread
Jake has a sister , played basketball and now works as a baker and is friends with a fisherman . For his job , Jake sells [MASK] .	bread
Jake has a sister , played basketball , sang in a choir and now works as a baker and is friends with a fisherman . For his job , Jake sells [MASK] .	bread
John works as a baker and is friends with a painter . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and is friends with a painter . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and is friends with a painter . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and is friends with a painter . For his job , John sells [MASK] .	bread
Rowan works as a fisherman and is friends with a florist . For his job , Rowan sells [MASK] .	fish
Rowan has a sister and now works as a fisherman and is friends with a florist . For his job , Rowan sells [MASK] .	fish
Rowan has a sister , played basketball and now works as a fisherman and is friends with a florist . For his job , Rowan sells [MASK] .	fish
Rowan has a sister , played basketball , sang in a choir and now works as a fisherman and is friends with a florist . For his job , Rowan sells [MASK] .	fish
John works as a fisherman and is friends with an optician . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and is friends with an optician . For his job , John sells [MASK] .	fish
John has a sister , played basketball and now works as a fisherman and is friends with an optician . For his job , John sells [MASK] .	fish
John has a sister , played basketball , sang in a choir and now works as a fisherman and is friends with an optician . For his job , John sells [MASK] .	fish
Joe works as a fisherman and is friends with a butcher . For his job , Joe sells [MASK] .	fish
Joe has a sister and now works as a fisherman and is friends with a butcher . For his job , Joe sells [MASK] .	fish
Joe has a sister , played basketball and now works as a fisherman and is friends with a butcher . For his job , Joe sells [MASK] .	fish
Joe has a sister , played basketball , sang in a choir and now works as a fisherman and is friends with a butcher . For his job , Joe sells [MASK] .	fish
John works as a fisherman and is friends with a baker . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and is friends with a baker . For his job , John sells [MASK] .	fish
John has a sister , played basketball and now works as a fisherman and is friends with a baker . For his job , John sells [MASK] .	fish
John has a sister , played basketball , sang in a choir and now works as a fisherman and is friends with a baker . For his job , John sells [MASK] .	fish
John works as a fisherman and is friends with a painter . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and is friends with a painter . For his job , John sells [MASK] .	fish
John has a sister , played basketball and now works as a fisherman and is friends with a painter . For his job , John sells [MASK] .	fish
John has a sister , played basketball , sang in a choir and now works as a fisherman and is friends with a painter . For his job , John sells [MASK] .	fish
Joe works as a painter and is friends with a florist . For his job , Joe sells [MASK] .	paintings
Joe has a sister and now works as a painter and is friends with a florist . For his job , Joe sells [MASK] .	paintings
Joe has a sister , played basketball and now works as a painter and is friends with a florist . For his job , Joe sells [MASK] .	paintings
Joe has a sister , played basketball , sang in a choir and now works as a painter and is friends with a florist . For his job , Joe sells [MASK] .	paintings
Daniel works as a painter and is friends with an optician . For his job , Daniel sells [MASK] .	paintings
Daniel has a sister and now works as a painter and is friends with an optician . For his job , Daniel sells [MASK] .	paintings
Daniel has a sister , played basketball and now works as a painter and is friends with an optician . For his job , Daniel sells [MASK] .	paintings
Daniel has a sister , played basketball , sang in a choir and now works as a painter and is friends with an optician . For his job , Daniel sells [MASK] .	paintings
Jake works as a painter and is friends with a butcher . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and is friends with a butcher . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball and now works as a painter and is friends with a butcher . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball , sang in a choir and now works as a painter and is friends with a butcher . For his job , Jake sells [MASK] .	paintings
Jake works as a painter and is friends with a baker . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and is friends with a baker . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball and now works as a painter and is friends with a baker . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball , sang in a choir and now works as a painter and is friends with a baker . For his job , Jake sells [MASK] .	paintings
Jake works as a painter and is friends with a fisherman . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and is friends with a fisherman . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball and now works as a painter and is friends with a fisherman . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball , sang in a choir and now works as a painter and is friends with a fisherman . For his job , Jake sells [MASK] .	paintings
Daniel works as a florist and is friends with an optician and a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and is friends with an optician and a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and is friends with an optician and a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and is friends with an optician and a butcher . For his job , Daniel sells [MASK] .	flowers
Sebastian works as a florist and is friends with an optician and a baker . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister and now works as a florist and is friends with an optician and a baker . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball and now works as a florist and is friends with an optician and a baker . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball , sang in a choir and now works as a florist and is friends with an optician and a baker . For his job , Sebastian sells [MASK] .	flowers
Jake works as a florist and is friends with an optician and a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist and is friends with an optician and a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist and is friends with an optician and a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist and is friends with an optician and a fisherman . For his job , Jake sells [MASK] .	flowers
Joe works as a florist and is friends with an optician and a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and is friends with an optician and a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and is friends with an optician and a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and is friends with an optician and a painter . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist and is friends with a butcher and an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and is friends with a butcher and an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and is friends with a butcher and an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and is friends with a butcher and an optician . For his job , Daniel sells [MASK] .	flowers
Jake works as a florist and is friends with a butcher and a baker . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist and is friends with a butcher and a baker . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist and is friends with a butcher and a baker . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist and is friends with a butcher and a baker . For his job , Jake sells [MASK] .	flowers
John works as a florist and is friends with a butcher and a fisherman . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and is friends with a butcher and a fisherman . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and is friends with a butcher and a fisherman . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and is friends with a butcher and a fisherman . For his job , John sells [MASK] .	flowers
John works as a florist and is friends with a butcher and a painter . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and is friends with a butcher and a painter . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and is friends with a butcher and a painter . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and is friends with a butcher and a painter . For his job , John sells [MASK] .	flowers
Jack works as a florist and is friends with a baker and an optician . For his job , Jack sells [MASK] .	flowers
Jack has a sister and now works as a florist and is friends with a baker and an optician . For his job , Jack sells [MASK] .	flowers
Jack has a sister , played basketball and now works as a florist and is friends with a baker and an optician . For his job , Jack sells [MASK] .	flowers
Jack has a sister , played basketball , sang in a choir and now works as a florist and is friends with a baker and an optician . For his job , Jack sells [MASK] .	flowers
Daniel works as a florist and is friends with a baker and a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and is friends with a baker and a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and is friends with a baker and a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and is friends with a baker and a butcher . For his job , Daniel sells [MASK] .	flowers
John works as a florist and is friends with a baker and a fisherman . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and is friends with a baker and a fisherman . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and is friends with a baker and a fisherman . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and is friends with a baker and a fisherman . For his job , John sells [MASK] .	flowers
Joe works as a florist and is friends with a baker and a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and is friends with a baker and a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and is friends with a baker and a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and is friends with a baker and a painter . For his job , Joe sells [MASK] .	flowers
Rowan works as a florist and is friends with a fisherman and an optician . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist and is friends with a fisherman and an optician . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball and now works as a florist and is friends with a fisherman and an optician . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball , sang in a choir and now works as a florist and is friends with a fisherman and an optician . For his job , Rowan sells [MASK] .	flowers
Joe works as a florist and is friends with a fisherman and a butcher . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and is friends with a fisherman and a butcher . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and is friends with a fisherman and a butcher . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and is friends with a fisherman and a butcher . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist and is friends with a fisherman and a baker . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and is friends with a fisherman and a baker . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and is friends with a fisherman and a baker . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and is friends with a fisherman and a baker . For his job , Daniel sells [MASK] .	flowers
Sebastian works as a florist and is friends with a fisherman and a painter . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister and now works as a florist and is friends with a fisherman and a painter . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball and now works as a florist and is friends with a fisherman and a painter . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball , sang in a choir and now works as a florist and is friends with a fisherman and a painter . For his job , Sebastian sells [MASK] .	flowers
Rowan works as a florist and is friends with a painter and an optician . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist and is friends with a painter and an optician . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball and now works as a florist and is friends with a painter and an optician . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball , sang in a choir and now works as a florist and is friends with a painter and an optician . For his job , Rowan sells [MASK] .	flowers
Jake works as a florist and is friends with a painter and a butcher . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist and is friends with a painter and a butcher . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist and is friends with a painter and a butcher . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist and is friends with a painter and a butcher . For his job , Jake sells [MASK] .	flowers
Sebastian works as a florist and is friends with a painter and a baker . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister and now works as a florist and is friends with a painter and a baker . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball and now works as a florist and is friends with a painter and a baker . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball , sang in a choir and now works as a florist and is friends with a painter and a baker . For his job , Sebastian sells [MASK] .	flowers
Daniel works as a florist and is friends with a painter and a fisherman . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and is friends with a painter and a fisherman . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and is friends with a painter and a fisherman . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and is friends with a painter and a fisherman . For his job , Daniel sells [MASK] .	flowers
Rowan works as an optician and is friends with a florist and a butcher . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a florist and a butcher . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a florist and a butcher . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and is friends with a florist and a butcher . For his job , Rowan sells [MASK] .	glasses
Jack works as an optician and is friends with a florist and a baker . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician and is friends with a florist and a baker . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician and is friends with a florist and a baker . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician and is friends with a florist and a baker . For his job , Jack sells [MASK] .	glasses
Sebastian works as an optician and is friends with a florist and a fisherman . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician and is friends with a florist and a fisherman . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician and is friends with a florist and a fisherman . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician and is friends with a florist and a fisherman . For his job , Sebastian sells [MASK] .	glasses
Daniel works as an optician and is friends with a florist and a painter . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician and is friends with a florist and a painter . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball and now works as an optician and is friends with a florist and a painter . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball , sang in a choir and now works as an optician and is friends with a florist and a painter . For his job , Daniel sells [MASK] .	glasses
Sebastian works as an optician and is friends with a butcher and a florist . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician and is friends with a butcher and a florist . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician and is friends with a butcher and a florist . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician and is friends with a butcher and a florist . For his job , Sebastian sells [MASK] .	glasses
John works as an optician and is friends with a butcher and a baker . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and is friends with a butcher and a baker . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and is friends with a butcher and a baker . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and is friends with a butcher and a baker . For his job , John sells [MASK] .	glasses
Rowan works as an optician and is friends with a butcher and a fisherman . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a butcher and a fisherman . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a butcher and a fisherman . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and is friends with a butcher and a fisherman . For his job , Rowan sells [MASK] .	glasses
Jack works as an optician and is friends with a butcher and a painter . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician and is friends with a butcher and a painter . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician and is friends with a butcher and a painter . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician and is friends with a butcher and a painter . For his job , Jack sells [MASK] .	glasses
Joe works as an optician and is friends with a baker and a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and is friends with a baker and a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and is friends with a baker and a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and is friends with a baker and a florist . For his job , Joe sells [MASK] .	glasses
Rowan works as an optician and is friends with a baker and a butcher . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a baker and a butcher . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a baker and a butcher . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and is friends with a baker and a butcher . For his job , Rowan sells [MASK] .	glasses
Jack works as an optician and is friends with a baker and a fisherman . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician and is friends with a baker and a fisherman . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician and is friends with a baker and a fisherman . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician and is friends with a baker and a fisherman . For his job , Jack sells [MASK] .	glasses
Rowan works as an optician and is friends with a baker and a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a baker and a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a baker and a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and is friends with a baker and a painter . For his job , Rowan sells [MASK] .	glasses
Joe works as an optician and is friends with a fisherman and a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and is friends with a fisherman and a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and is friends with a fisherman and a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and is friends with a fisherman and a florist . For his job , Joe sells [MASK] .	glasses
Jake works as an optician and is friends with a fisherman and a butcher . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and is friends with a fisherman and a butcher . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician and is friends with a fisherman and a butcher . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician and is friends with a fisherman and a butcher . For his job , Jake sells [MASK] .	glasses
Rowan works as an optician and is friends with a fisherman and a baker . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a fisherman and a baker . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a fisherman and a baker . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and is friends with a fisherman and a baker . For his job , Rowan sells [MASK] .	glasses
Rowan works as an optician and is friends with a fisherman and a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and is friends with a fisherman and a painter . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and is friends with a fisherman and a painter . For his job , Rowan sells [MASK] .	glasses
