sentence	target_occupation
Sebastian works as an optician and likes to buy flowers . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician and likes to buy flowers . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician and likes to buy flowers . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician and likes to buy flowers . For his job , Sebastian sells [MASK] .	glasses
Jack works as an optician and likes to buy meat . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician and likes to buy meat . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician and likes to buy meat . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician and likes to buy meat . For his job , Jack sells [MASK] .	glasses
John works as an optician and likes to buy bread . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and likes to buy bread . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and likes to buy bread . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and likes to buy bread . For his job , John sells [MASK] .	glasses
John works as an optician and likes to buy fish . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and likes to buy fish . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and likes to buy fish . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and likes to buy fish . For his job , John sells [MASK] .	glasses
Joe works as an optician and likes to buy paintings . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and likes to buy paintings . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and likes to buy paintings . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and likes to buy paintings . For his job , Joe sells [MASK] .	glasses
Daniel works as a butcher and likes to buy flowers . For his job , Daniel sells [MASK] .	meat
Daniel has a sister and now works as a butcher and likes to buy flowers . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , played basketball and now works as a butcher and likes to buy flowers . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , played basketball , sang in a choir and now works as a butcher and likes to buy flowers . For his job , Daniel sells [MASK] .	meat
Daniel works as a butcher and likes to buy glasses . For his job , Daniel sells [MASK] .	meat
Daniel has a sister and now works as a butcher and likes to buy glasses . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , played basketball and now works as a butcher and likes to buy glasses . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , played basketball , sang in a choir and now works as a butcher and likes to buy glasses . For his job , Daniel sells [MASK] .	meat
Joe works as a butcher and likes to buy bread . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher and likes to buy bread . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball and now works as a butcher and likes to buy bread . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball , sang in a choir and now works as a butcher and likes to buy bread . For his job , Joe sells [MASK] .	meat
Daniel works as a butcher and likes to buy fish . For his job , Daniel sells [MASK] .	meat
Daniel has a sister and now works as a butcher and likes to buy fish . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , played basketball and now works as a butcher and likes to buy fish . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , played basketball , sang in a choir and now works as a butcher and likes to buy fish . For his job , Daniel sells [MASK] .	meat
Sebastian works as a butcher and likes to buy paintings . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister and now works as a butcher and likes to buy paintings . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister , played basketball and now works as a butcher and likes to buy paintings . For his job , Sebastian sells [MASK] .	meat
Sebastian has a sister , played basketball , sang in a choir and now works as a butcher and likes to buy paintings . For his job , Sebastian sells [MASK] .	meat
John works as a baker and likes to buy flowers . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and likes to buy flowers . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and likes to buy flowers . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and likes to buy flowers . For his job , John sells [MASK] .	bread
Rowan works as a baker and likes to buy glasses . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker and likes to buy glasses . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , played basketball and now works as a baker and likes to buy glasses . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , played basketball , sang in a choir and now works as a baker and likes to buy glasses . For his job , Rowan sells [MASK] .	bread
Sebastian works as a baker and likes to buy meat . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker and likes to buy meat . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , played basketball and now works as a baker and likes to buy meat . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , played basketball , sang in a choir and now works as a baker and likes to buy meat . For his job , Sebastian sells [MASK] .	bread
Rowan works as a baker and likes to buy fish . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker and likes to buy fish . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , played basketball and now works as a baker and likes to buy fish . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , played basketball , sang in a choir and now works as a baker and likes to buy fish . For his job , Rowan sells [MASK] .	bread
John works as a baker and likes to buy paintings . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and likes to buy paintings . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and likes to buy paintings . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and likes to buy paintings . For his job , John sells [MASK] .	bread
John works as a fisherman and likes to buy flowers . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and likes to buy flowers . For his job , John sells [MASK] .	fish
John has a sister , played basketball and now works as a fisherman and likes to buy flowers . For his job , John sells [MASK] .	fish
John has a sister , played basketball , sang in a choir and now works as a fisherman and likes to buy flowers . For his job , John sells [MASK] .	fish
Joe works as a fisherman and likes to buy glasses . For his job , Joe sells [MASK] .	fish
Joe has a sister and now works as a fisherman and likes to buy glasses . For his job , Joe sells [MASK] .	fish
Joe has a sister , played basketball and now works as a fisherman and likes to buy glasses . For his job , Joe sells [MASK] .	fish
Joe has a sister , played basketball , sang in a choir and now works as a fisherman and likes to buy glasses . For his job , Joe sells [MASK] .	fish
John works as a fisherman and likes to buy meat . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and likes to buy meat . For his job , John sells [MASK] .	fish
John has a sister , played basketball and now works as a fisherman and likes to buy meat . For his job , John sells [MASK] .	fish
John has a sister , played basketball , sang in a choir and now works as a fisherman and likes to buy meat . For his job , John sells [MASK] .	fish
Sebastian works as a fisherman and likes to buy bread . For his job , Sebastian sells [MASK] .	fish
Sebastian has a sister and now works as a fisherman and likes to buy bread . For his job , Sebastian sells [MASK] .	fish
Sebastian has a sister , played basketball and now works as a fisherman and likes to buy bread . For his job , Sebastian sells [MASK] .	fish
Sebastian has a sister , played basketball , sang in a choir and now works as a fisherman and likes to buy bread . For his job , Sebastian sells [MASK] .	fish
Jake works as a fisherman and likes to buy paintings . For his job , Jake sells [MASK] .	fish
Jake has a sister and now works as a fisherman and likes to buy paintings . For his job , Jake sells [MASK] .	fish
Jake has a sister , played basketball and now works as a fisherman and likes to buy paintings . For his job , Jake sells [MASK] .	fish
Jake has a sister , played basketball , sang in a choir and now works as a fisherman and likes to buy paintings . For his job , Jake sells [MASK] .	fish
Jake works as a painter and likes to buy flowers . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and likes to buy flowers . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball and now works as a painter and likes to buy flowers . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball , sang in a choir and now works as a painter and likes to buy flowers . For his job , Jake sells [MASK] .	paintings
Joe works as a painter and likes to buy glasses . For his job , Joe sells [MASK] .	paintings
Joe has a sister and now works as a painter and likes to buy glasses . For his job , Joe sells [MASK] .	paintings
Joe has a sister , played basketball and now works as a painter and likes to buy glasses . For his job , Joe sells [MASK] .	paintings
Joe has a sister , played basketball , sang in a choir and now works as a painter and likes to buy glasses . For his job , Joe sells [MASK] .	paintings
Daniel works as a painter and likes to buy meat . For his job , Daniel sells [MASK] .	paintings
Daniel has a sister and now works as a painter and likes to buy meat . For his job , Daniel sells [MASK] .	paintings
Daniel has a sister , played basketball and now works as a painter and likes to buy meat . For his job , Daniel sells [MASK] .	paintings
Daniel has a sister , played basketball , sang in a choir and now works as a painter and likes to buy meat . For his job , Daniel sells [MASK] .	paintings
John works as a painter and likes to buy bread . For his job , John sells [MASK] .	paintings
John has a sister and now works as a painter and likes to buy bread . For his job , John sells [MASK] .	paintings
John has a sister , played basketball and now works as a painter and likes to buy bread . For his job , John sells [MASK] .	paintings
John has a sister , played basketball , sang in a choir and now works as a painter and likes to buy bread . For his job , John sells [MASK] .	paintings
Jack works as a painter and likes to buy fish . For his job , Jack sells [MASK] .	paintings
Jack has a sister and now works as a painter and likes to buy fish . For his job , Jack sells [MASK] .	paintings
Jack has a sister , played basketball and now works as a painter and likes to buy fish . For his job , Jack sells [MASK] .	paintings
Jack has a sister , played basketball , sang in a choir and now works as a painter and likes to buy fish . For his job , Jack sells [MASK] .	paintings
Rowan works as a florist and likes to buy glasses and meat . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist and likes to buy glasses and meat . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball and now works as a florist and likes to buy glasses and meat . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball , sang in a choir and now works as a florist and likes to buy glasses and meat . For his job , Rowan sells [MASK] .	flowers
Daniel works as a florist and likes to buy glasses and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and likes to buy glasses and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and likes to buy glasses and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and likes to buy glasses and bread . For his job , Daniel sells [MASK] .	flowers
John works as a florist and likes to buy glasses and fish . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and likes to buy glasses and fish . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and likes to buy glasses and fish . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and likes to buy glasses and fish . For his job , John sells [MASK] .	flowers
Jake works as a florist and likes to buy glasses and paintings . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist and likes to buy glasses and paintings . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist and likes to buy glasses and paintings . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist and likes to buy glasses and paintings . For his job , Jake sells [MASK] .	flowers
Jack works as a florist and likes to buy meat and glasses . For his job , Jack sells [MASK] .	flowers
Jack has a sister and now works as a florist and likes to buy meat and glasses . For his job , Jack sells [MASK] .	flowers
Jack has a sister , played basketball and now works as a florist and likes to buy meat and glasses . For his job , Jack sells [MASK] .	flowers
Jack has a sister , played basketball , sang in a choir and now works as a florist and likes to buy meat and glasses . For his job , Jack sells [MASK] .	flowers
Joe works as a florist and likes to buy meat and bread . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and likes to buy meat and bread . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and likes to buy meat and bread . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and likes to buy meat and bread . For his job , Joe sells [MASK] .	flowers
Rowan works as a florist and likes to buy meat and fish . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist and likes to buy meat and fish . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball and now works as a florist and likes to buy meat and fish . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball , sang in a choir and now works as a florist and likes to buy meat and fish . For his job , Rowan sells [MASK] .	flowers
Jake works as a florist and likes to buy meat and paintings . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist and likes to buy meat and paintings . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist and likes to buy meat and paintings . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist and likes to buy meat and paintings . For his job , Jake sells [MASK] .	flowers
John works as a florist and likes to buy bread and glasses . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and likes to buy bread and glasses . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and likes to buy bread and glasses . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and likes to buy bread and glasses . For his job , John sells [MASK] .	flowers
Joe works as a florist and likes to buy bread and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and likes to buy bread and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and likes to buy bread and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and likes to buy bread and meat . For his job , Joe sells [MASK] .	flowers
Jake works as a florist and likes to buy bread and fish . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist and likes to buy bread and fish . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist and likes to buy bread and fish . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist and likes to buy bread and fish . For his job , Jake sells [MASK] .	flowers
John works as a florist and likes to buy bread and paintings . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and likes to buy bread and paintings . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and likes to buy bread and paintings . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and likes to buy bread and paintings . For his job , John sells [MASK] .	flowers
Daniel works as a florist and likes to buy fish and glasses . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and likes to buy fish and glasses . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and likes to buy fish and glasses . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and likes to buy fish and glasses . For his job , Daniel sells [MASK] .	flowers
Joe works as a florist and likes to buy fish and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and likes to buy fish and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and likes to buy fish and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and likes to buy fish and meat . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist and likes to buy fish and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and likes to buy fish and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and likes to buy fish and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and likes to buy fish and bread . For his job , Daniel sells [MASK] .	flowers
Sebastian works as a florist and likes to buy fish and paintings . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister and now works as a florist and likes to buy fish and paintings . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball and now works as a florist and likes to buy fish and paintings . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , played basketball , sang in a choir and now works as a florist and likes to buy fish and paintings . For his job , Sebastian sells [MASK] .	flowers
John works as a florist and likes to buy paintings and glasses . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist and likes to buy paintings and glasses . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist and likes to buy paintings and glasses . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist and likes to buy paintings and glasses . For his job , John sells [MASK] .	flowers
Joe works as a florist and likes to buy paintings and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist and likes to buy paintings and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist and likes to buy paintings and meat . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist and likes to buy paintings and meat . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist and likes to buy paintings and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist and likes to buy paintings and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist and likes to buy paintings and bread . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist and likes to buy paintings and bread . For his job , Daniel sells [MASK] .	flowers
Rowan works as a florist and likes to buy paintings and fish . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist and likes to buy paintings and fish . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball and now works as a florist and likes to buy paintings and fish . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball , sang in a choir and now works as a florist and likes to buy paintings and fish . For his job , Rowan sells [MASK] .	flowers
Joe works as an optician and likes to buy flowers and meat . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and likes to buy flowers and meat . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and likes to buy flowers and meat . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and likes to buy flowers and meat . For his job , Joe sells [MASK] .	glasses
Sebastian works as an optician and likes to buy flowers and bread . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician and likes to buy flowers and bread . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician and likes to buy flowers and bread . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician and likes to buy flowers and bread . For his job , Sebastian sells [MASK] .	glasses
Daniel works as an optician and likes to buy flowers and fish . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician and likes to buy flowers and fish . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball and now works as an optician and likes to buy flowers and fish . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball , sang in a choir and now works as an optician and likes to buy flowers and fish . For his job , Daniel sells [MASK] .	glasses
Rowan works as an optician and likes to buy flowers and paintings . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and likes to buy flowers and paintings . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and likes to buy flowers and paintings . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and likes to buy flowers and paintings . For his job , Rowan sells [MASK] .	glasses
Jake works as an optician and likes to buy meat and flowers . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and likes to buy meat and flowers . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician and likes to buy meat and flowers . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician and likes to buy meat and flowers . For his job , Jake sells [MASK] .	glasses
John works as an optician and likes to buy meat and bread . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and likes to buy meat and bread . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and likes to buy meat and bread . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and likes to buy meat and bread . For his job , John sells [MASK] .	glasses
Sebastian works as an optician and likes to buy meat and fish . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician and likes to buy meat and fish . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician and likes to buy meat and fish . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician and likes to buy meat and fish . For his job , Sebastian sells [MASK] .	glasses
Jake works as an optician and likes to buy meat and paintings . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and likes to buy meat and paintings . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician and likes to buy meat and paintings . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician and likes to buy meat and paintings . For his job , Jake sells [MASK] .	glasses
Joe works as an optician and likes to buy bread and flowers . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and likes to buy bread and flowers . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and likes to buy bread and flowers . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and likes to buy bread and flowers . For his job , Joe sells [MASK] .	glasses
John works as an optician and likes to buy bread and meat . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and likes to buy bread and meat . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and likes to buy bread and meat . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and likes to buy bread and meat . For his job , John sells [MASK] .	glasses
Rowan works as an optician and likes to buy bread and fish . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and likes to buy bread and fish . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and likes to buy bread and fish . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and likes to buy bread and fish . For his job , Rowan sells [MASK] .	glasses
Rowan works as an optician and likes to buy bread and paintings . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and likes to buy bread and paintings . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and likes to buy bread and paintings . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and likes to buy bread and paintings . For his job , Rowan sells [MASK] .	glasses
John works as an optician and likes to buy fish and flowers . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and likes to buy fish and flowers . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and likes to buy fish and flowers . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and likes to buy fish and flowers . For his job , John sells [MASK] .	glasses
Jack works as an optician and likes to buy fish and meat . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician and likes to buy fish and meat . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician and likes to buy fish and meat . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician and likes to buy fish and meat . For his job , Jack sells [MASK] .	glasses
Rowan works as an optician and likes to buy fish and bread . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and likes to buy fish and bread . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician and likes to buy fish and bread . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician and likes to buy fish and bread . For his job , Rowan sells [MASK] .	glasses
Jake works as an optician and likes to buy fish and paintings . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and likes to buy fish and paintings . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician and likes to buy fish and paintings . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician and likes to buy fish and paintings . For his job , Jake sells [MASK] .	glasses
Joe works as an optician and likes to buy paintings and flowers . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and likes to buy paintings and flowers . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and likes to buy paintings and flowers . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and likes to buy paintings and flowers . For his job , Joe sells [MASK] .	glasses
Jake works as an optician and likes to buy paintings and meat . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and likes to buy paintings and meat . For his job , Jake sells [MASK] .	glasses
