sentence	target_occupation
Daniel has a sister , played basketball , sang in a choir and now works as a florist and Joe works as a painter . For his job , Daniel sells [MASK] .	flowers
Joe works as an optician and Jack works as a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and Jack works as a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and Jack works as a florist . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and Jack works as a florist . For his job , Joe sells [MASK] .	glasses
Joe works as an optician and John works as a butcher . For his job , Joe sells [MASK] .	glasses
Joe has a sister and now works as an optician and John works as a butcher . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball and now works as an optician and John works as a butcher . For his job , Joe sells [MASK] .	glasses
Joe has a sister , played basketball , sang in a choir and now works as an optician and John works as a butcher . For his job , Joe sells [MASK] .	glasses
John works as an optician and Jack works as a baker . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and Jack works as a baker . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician and Jack works as a baker . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician and Jack works as a baker . For his job , John sells [MASK] .	glasses
Daniel works as an optician and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball and now works as an optician and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , played basketball , sang in a choir and now works as an optician and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	glasses
Jake works as an optician and Jack works as a painter . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician and Jack works as a painter . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician and Jack works as a painter . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician and Jack works as a painter . For his job , Jake sells [MASK] .	glasses
Rowan works as a butcher and Joe works as a florist . For his job , Rowan sells [MASK] .	meat
Rowan has a sister and now works as a butcher and Joe works as a florist . For his job , Rowan sells [MASK] .	meat
Rowan has a sister , played basketball and now works as a butcher and Joe works as a florist . For his job , Rowan sells [MASK] .	meat
Rowan has a sister , played basketball , sang in a choir and now works as a butcher and Joe works as a florist . For his job , Rowan sells [MASK] .	meat
Jake works as a butcher and John works as an optician . For his job , Jake sells [MASK] .	meat
Jake has a sister and now works as a butcher and John works as an optician . For his job , Jake sells [MASK] .	meat
Jake has a sister , played basketball and now works as a butcher and John works as an optician . For his job , Jake sells [MASK] .	meat
Jake has a sister , played basketball , sang in a choir and now works as a butcher and John works as an optician . For his job , Jake sells [MASK] .	meat
Rowan works as a butcher and Sebastian works as a baker . For his job , Rowan sells [MASK] .	meat
Rowan has a sister and now works as a butcher and Sebastian works as a baker . For his job , Rowan sells [MASK] .	meat
Rowan has a sister , played basketball and now works as a butcher and Sebastian works as a baker . For his job , Rowan sells [MASK] .	meat
Rowan has a sister , played basketball , sang in a choir and now works as a butcher and Sebastian works as a baker . For his job , Rowan sells [MASK] .	meat
Joe works as a butcher and Jack works as a fisherman . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher and Jack works as a fisherman . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball and now works as a butcher and Jack works as a fisherman . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball , sang in a choir and now works as a butcher and Jack works as a fisherman . For his job , Joe sells [MASK] .	meat
Joe works as a butcher and Rowan works as a painter . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher and Rowan works as a painter . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball and now works as a butcher and Rowan works as a painter . For his job , Joe sells [MASK] .	meat
Joe has a sister , played basketball , sang in a choir and now works as a butcher and Rowan works as a painter . For his job , Joe sells [MASK] .	meat
John works as a baker and Joe works as a florist . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and Joe works as a florist . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and Joe works as a florist . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and Joe works as a florist . For his job , John sells [MASK] .	bread
John works as a baker and Joe works as an optician . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and Joe works as an optician . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and Joe works as an optician . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and Joe works as an optician . For his job , John sells [MASK] .	bread
John works as a baker and Jake works as a butcher . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker and Jake works as a butcher . For his job , John sells [MASK] .	bread
John has a sister , played basketball and now works as a baker and Jake works as a butcher . For his job , John sells [MASK] .	bread
John has a sister , played basketball , sang in a choir and now works as a baker and Jake works as a butcher . For his job , John sells [MASK] .	bread
Sebastian works as a baker and Jack works as a fisherman . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker and Jack works as a fisherman . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , played basketball and now works as a baker and Jack works as a fisherman . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , played basketball , sang in a choir and now works as a baker and Jack works as a fisherman . For his job , Sebastian sells [MASK] .	bread
Sebastian works as a baker and Daniel works as a painter . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker and Daniel works as a painter . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , played basketball and now works as a baker and Daniel works as a painter . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , played basketball , sang in a choir and now works as a baker and Daniel works as a painter . For his job , Sebastian sells [MASK] .	bread
Rowan works as a fisherman and Sebastian works as a florist . For his job , Rowan sells [MASK] .	fish
Rowan has a sister and now works as a fisherman and Sebastian works as a florist . For his job , Rowan sells [MASK] .	fish
Rowan has a sister , played basketball and now works as a fisherman and Sebastian works as a florist . For his job , Rowan sells [MASK] .	fish
Rowan has a sister , played basketball , sang in a choir and now works as a fisherman and Sebastian works as a florist . For his job , Rowan sells [MASK] .	fish
Rowan works as a fisherman and John works as an optician . For his job , Rowan sells [MASK] .	fish
Rowan has a sister and now works as a fisherman and John works as an optician . For his job , Rowan sells [MASK] .	fish
Rowan has a sister , played basketball and now works as a fisherman and John works as an optician . For his job , Rowan sells [MASK] .	fish
Rowan has a sister , played basketball , sang in a choir and now works as a fisherman and John works as an optician . For his job , Rowan sells [MASK] .	fish
Jack works as a fisherman and Joe works as a butcher . For his job , Jack sells [MASK] .	fish
Jack has a sister and now works as a fisherman and Joe works as a butcher . For his job , Jack sells [MASK] .	fish
Jack has a sister , played basketball and now works as a fisherman and Joe works as a butcher . For his job , Jack sells [MASK] .	fish
Jack has a sister , played basketball , sang in a choir and now works as a fisherman and Joe works as a butcher . For his job , Jack sells [MASK] .	fish
Jake works as a fisherman and Jack works as a baker . For his job , Jake sells [MASK] .	fish
Jake has a sister and now works as a fisherman and Jack works as a baker . For his job , Jake sells [MASK] .	fish
Jake has a sister , played basketball and now works as a fisherman and Jack works as a baker . For his job , Jake sells [MASK] .	fish
Jake has a sister , played basketball , sang in a choir and now works as a fisherman and Jack works as a baker . For his job , Jake sells [MASK] .	fish
Joe works as a fisherman and John works as a painter . For his job , Joe sells [MASK] .	fish
Joe has a sister and now works as a fisherman and John works as a painter . For his job , Joe sells [MASK] .	fish
Joe has a sister , played basketball and now works as a fisherman and John works as a painter . For his job , Joe sells [MASK] .	fish
Joe has a sister , played basketball , sang in a choir and now works as a fisherman and John works as a painter . For his job , Joe sells [MASK] .	fish
Jake works as a painter and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball and now works as a painter and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball , sang in a choir and now works as a painter and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Jack works as a painter and Jake works as an optician . For his job , Jack sells [MASK] .	paintings
Jack has a sister and now works as a painter and Jake works as an optician . For his job , Jack sells [MASK] .	paintings
Jack has a sister , played basketball and now works as a painter and Jake works as an optician . For his job , Jack sells [MASK] .	paintings
Jack has a sister , played basketball , sang in a choir and now works as a painter and Jake works as an optician . For his job , Jack sells [MASK] .	paintings
Jake works as a painter and John works as a butcher . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and John works as a butcher . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball and now works as a painter and John works as a butcher . For his job , Jake sells [MASK] .	paintings
Jake has a sister , played basketball , sang in a choir and now works as a painter and John works as a butcher . For his job , Jake sells [MASK] .	paintings
Joe works as a painter and Sebastian works as a baker . For his job , Joe sells [MASK] .	paintings
Joe has a sister and now works as a painter and Sebastian works as a baker . For his job , Joe sells [MASK] .	paintings
Joe has a sister , played basketball and now works as a painter and Sebastian works as a baker . For his job , Joe sells [MASK] .	paintings
Joe has a sister , played basketball , sang in a choir and now works as a painter and Sebastian works as a baker . For his job , Joe sells [MASK] .	paintings
Jack works as a painter and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	paintings
Jack has a sister and now works as a painter and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	paintings
Jack has a sister , played basketball and now works as a painter and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	paintings
Jack has a sister , played basketball , sang in a choir and now works as a painter and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	paintings
Daniel works as a florist , Joe works as an optician , and Jack works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Joe works as an optician , and Jack works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist , Joe works as an optician , and Jack works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist , Joe works as an optician , and Jack works as a butcher . For his job , Daniel sells [MASK] .	flowers
Joe works as a florist , Sebastian works as an optician , and Jack works as a baker . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , Sebastian works as an optician , and Jack works as a baker . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist , Sebastian works as an optician , and Jack works as a baker . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist , Sebastian works as an optician , and Jack works as a baker . For his job , Joe sells [MASK] .	flowers
Jake works as a florist , Sebastian works as an optician , and John works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , Sebastian works as an optician , and John works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist , Sebastian works as an optician , and John works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist , Sebastian works as an optician , and John works as a fisherman . For his job , Jake sells [MASK] .	flowers
John works as a florist , Daniel works as an optician , and Jake works as a painter . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist , Daniel works as an optician , and Jake works as a painter . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist , Daniel works as an optician , and Jake works as a painter . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist , Daniel works as an optician , and Jake works as a painter . For his job , John sells [MASK] .	flowers
John works as a florist , Daniel works as a butcher , and Joe works as an optician . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist , Daniel works as a butcher , and Joe works as an optician . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist , Daniel works as a butcher , and Joe works as an optician . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist , Daniel works as a butcher , and Joe works as an optician . For his job , John sells [MASK] .	flowers
Daniel works as a florist , Jack works as a butcher , and Rowan works as a baker . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Jack works as a butcher , and Rowan works as a baker . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist , Jack works as a butcher , and Rowan works as a baker . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist , Jack works as a butcher , and Rowan works as a baker . For his job , Daniel sells [MASK] .	flowers
Jake works as a florist , John works as a butcher , and Rowan works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , John works as a butcher , and Rowan works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist , John works as a butcher , and Rowan works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist , John works as a butcher , and Rowan works as a fisherman . For his job , Jake sells [MASK] .	flowers
Jake works as a florist , John works as a butcher , and Rowan works as a painter . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , John works as a butcher , and Rowan works as a painter . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball and now works as a florist , John works as a butcher , and Rowan works as a painter . For his job , Jake sells [MASK] .	flowers
Jake has a sister , played basketball , sang in a choir and now works as a florist , John works as a butcher , and Rowan works as a painter . For his job , Jake sells [MASK] .	flowers
Daniel works as a florist , Jake works as a baker , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Jake works as a baker , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist , Jake works as a baker , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist , Jake works as a baker , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel works as a florist , Sebastian works as a baker , and Joe works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Sebastian works as a baker , and Joe works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist , Sebastian works as a baker , and Joe works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist , Sebastian works as a baker , and Joe works as a butcher . For his job , Daniel sells [MASK] .	flowers
Jack works as a florist , Daniel works as a baker , and Jake works as a fisherman . For his job , Jack sells [MASK] .	flowers
Jack has a sister and now works as a florist , Daniel works as a baker , and Jake works as a fisherman . For his job , Jack sells [MASK] .	flowers
Jack has a sister , played basketball and now works as a florist , Daniel works as a baker , and Jake works as a fisherman . For his job , Jack sells [MASK] .	flowers
Jack has a sister , played basketball , sang in a choir and now works as a florist , Daniel works as a baker , and Jake works as a fisherman . For his job , Jack sells [MASK] .	flowers
Joe works as a florist , Jake works as a baker , and Rowan works as a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , Jake works as a baker , and Rowan works as a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist , Jake works as a baker , and Rowan works as a painter . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist , Jake works as a baker , and Rowan works as a painter . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist , Joe works as a fisherman , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Joe works as a fisherman , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist , Joe works as a fisherman , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist , Joe works as a fisherman , and John works as an optician . For his job , Daniel sells [MASK] .	flowers
Joe works as a florist , Jack works as a fisherman , and Rowan works as a butcher . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , Jack works as a fisherman , and Rowan works as a butcher . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist , Jack works as a fisherman , and Rowan works as a butcher . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist , Jack works as a fisherman , and Rowan works as a butcher . For his job , Joe sells [MASK] .	flowers
John works as a florist , Sebastian works as a fisherman , and Jack works as a baker . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist , Sebastian works as a fisherman , and Jack works as a baker . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist , Sebastian works as a fisherman , and Jack works as a baker . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist , Sebastian works as a fisherman , and Jack works as a baker . For his job , John sells [MASK] .	flowers
John works as a florist , Daniel works as a fisherman , and Jack works as a painter . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist , Daniel works as a fisherman , and Jack works as a painter . For his job , John sells [MASK] .	flowers
John has a sister , played basketball and now works as a florist , Daniel works as a fisherman , and Jack works as a painter . For his job , John sells [MASK] .	flowers
John has a sister , played basketball , sang in a choir and now works as a florist , Daniel works as a fisherman , and Jack works as a painter . For his job , John sells [MASK] .	flowers
Joe works as a florist , Jack works as a painter , and John works as an optician . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , Jack works as a painter , and John works as an optician . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist , Jack works as a painter , and John works as an optician . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist , Jack works as a painter , and John works as an optician . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist , Joe works as a painter , and John works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Joe works as a painter , and John works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball and now works as a florist , Joe works as a painter , and John works as a butcher . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , played basketball , sang in a choir and now works as a florist , Joe works as a painter , and John works as a butcher . For his job , Daniel sells [MASK] .	flowers
Rowan works as a florist , Daniel works as a painter , and Joe works as a baker . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist , Daniel works as a painter , and Joe works as a baker . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball and now works as a florist , Daniel works as a painter , and Joe works as a baker . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , played basketball , sang in a choir and now works as a florist , Daniel works as a painter , and Joe works as a baker . For his job , Rowan sells [MASK] .	flowers
Joe works as a florist , Rowan works as a painter , and Daniel works as a fisherman . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , Rowan works as a painter , and Daniel works as a fisherman . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball and now works as a florist , Rowan works as a painter , and Daniel works as a fisherman . For his job , Joe sells [MASK] .	flowers
Joe has a sister , played basketball , sang in a choir and now works as a florist , Rowan works as a painter , and Daniel works as a fisherman . For his job , Joe sells [MASK] .	flowers
Jack works as an optician , Jake works as a florist , and Daniel works as a butcher . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , Jake works as a florist , and Daniel works as a butcher . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician , Jake works as a florist , and Daniel works as a butcher . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician , Jake works as a florist , and Daniel works as a butcher . For his job , Jack sells [MASK] .	glasses
Jake works as an optician , Jack works as a florist , and Sebastian works as a baker . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Jack works as a florist , and Sebastian works as a baker . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician , Jack works as a florist , and Sebastian works as a baker . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician , Jack works as a florist , and Sebastian works as a baker . For his job , Jake sells [MASK] .	glasses
Jack works as an optician , John works as a florist , and Joe works as a fisherman . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , John works as a florist , and Joe works as a fisherman . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician , John works as a florist , and Joe works as a fisherman . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician , John works as a florist , and Joe works as a fisherman . For his job , Jack sells [MASK] .	glasses
Sebastian works as an optician , Jack works as a florist , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician , Jack works as a florist , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician , Jack works as a florist , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician , Jack works as a florist , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Jack works as an optician , Jake works as a butcher , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , Jake works as a butcher , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician , Jake works as a butcher , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician , Jake works as a butcher , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Rowan works as an optician , Jake works as a butcher , and Jack works as a baker . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician , Jake works as a butcher , and Jack works as a baker . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball and now works as an optician , Jake works as a butcher , and Jack works as a baker . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , played basketball , sang in a choir and now works as an optician , Jake works as a butcher , and Jack works as a baker . For his job , Rowan sells [MASK] .	glasses
John works as an optician , Joe works as a butcher , and Sebastian works as a fisherman . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician , Joe works as a butcher , and Sebastian works as a fisherman . For his job , John sells [MASK] .	glasses
John has a sister , played basketball and now works as an optician , Joe works as a butcher , and Sebastian works as a fisherman . For his job , John sells [MASK] .	glasses
John has a sister , played basketball , sang in a choir and now works as an optician , Joe works as a butcher , and Sebastian works as a fisherman . For his job , John sells [MASK] .	glasses
Jake works as an optician , Sebastian works as a butcher , and John works as a painter . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Sebastian works as a butcher , and John works as a painter . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician , Sebastian works as a butcher , and John works as a painter . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician , Sebastian works as a butcher , and John works as a painter . For his job , Jake sells [MASK] .	glasses
Jack works as an optician , Joe works as a baker , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , Joe works as a baker , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball and now works as an optician , Joe works as a baker , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Jack has a sister , played basketball , sang in a choir and now works as an optician , Joe works as a baker , and Rowan works as a florist . For his job , Jack sells [MASK] .	glasses
Sebastian works as an optician , Daniel works as a baker , and Jack works as a butcher . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister and now works as an optician , Daniel works as a baker , and Jack works as a butcher . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball and now works as an optician , Daniel works as a baker , and Jack works as a butcher . For his job , Sebastian sells [MASK] .	glasses
Sebastian has a sister , played basketball , sang in a choir and now works as an optician , Daniel works as a baker , and Jack works as a butcher . For his job , Sebastian sells [MASK] .	glasses
Jake works as an optician , Sebastian works as a baker , and Daniel works as a fisherman . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Sebastian works as a baker , and Daniel works as a fisherman . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball and now works as an optician , Sebastian works as a baker , and Daniel works as a fisherman . For his job , Jake sells [MASK] .	glasses
Jake has a sister , played basketball , sang in a choir and now works as an optician , Sebastian works as a baker , and Daniel works as a fisherman . For his job , Jake sells [MASK] .	glasses
Joe works as an optician , Rowan works as a baker , and Daniel works as a painter . For his job , Joe sells [MASK] .	glasses
