sentence	target_occupation
Joe knows that Jake likes to buy meat and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	flowers
Jake knows that John likes to buy bread and he himself works as a florist . For his job , Jake sells [MASK] .	flowers
Jake knows that John likes to buy bread and he himself works as a florist and has a sister . For his job , Jake sells [MASK] .	flowers
Jake knows that John likes to buy bread and he himself works as a florist , has a sister and played basketball . For his job , Jake sells [MASK] .	flowers
Jake knows that John likes to buy bread and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Jake sells [MASK] .	flowers
Jake knows that Jack likes to buy fish and he himself works as a florist . For his job , Jake sells [MASK] .	flowers
Jake knows that Jack likes to buy fish and he himself works as a florist and has a sister . For his job , Jake sells [MASK] .	flowers
Jake knows that Jack likes to buy fish and he himself works as a florist , has a sister and played basketball . For his job , Jake sells [MASK] .	flowers
Jake knows that Jack likes to buy fish and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Jake sells [MASK] .	flowers
John knows that Daniel likes to buy paintings and he himself works as a florist . For his job , John sells [MASK] .	flowers
John knows that Daniel likes to buy paintings and he himself works as a florist and has a sister . For his job , John sells [MASK] .	flowers
John knows that Daniel likes to buy paintings and he himself works as a florist , has a sister and played basketball . For his job , John sells [MASK] .	flowers
John knows that Daniel likes to buy paintings and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	flowers
Joe knows that Sebastian likes to buy flowers and he himself works as an optician . For his job , Joe sells [MASK] .	glasses
Joe knows that Sebastian likes to buy flowers and he himself works as an optician and has a sister . For his job , Joe sells [MASK] .	glasses
Joe knows that Sebastian likes to buy flowers and he himself works as an optician , has a sister and played basketball . For his job , Joe sells [MASK] .	glasses
Joe knows that Sebastian likes to buy flowers and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	glasses
Daniel knows that Sebastian likes to buy meat and he himself works as an optician . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Sebastian likes to buy meat and he himself works as an optician and has a sister . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Sebastian likes to buy meat and he himself works as an optician , has a sister and played basketball . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Sebastian likes to buy meat and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Joe likes to buy bread and he himself works as an optician . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Joe likes to buy bread and he himself works as an optician and has a sister . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Joe likes to buy bread and he himself works as an optician , has a sister and played basketball . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Joe likes to buy bread and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	glasses
Rowan knows that Jack likes to buy fish and he himself works as an optician . For his job , Rowan sells [MASK] .	glasses
Rowan knows that Jack likes to buy fish and he himself works as an optician and has a sister . For his job , Rowan sells [MASK] .	glasses
Rowan knows that Jack likes to buy fish and he himself works as an optician , has a sister and played basketball . For his job , Rowan sells [MASK] .	glasses
Rowan knows that Jack likes to buy fish and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	glasses
Joe knows that Jake likes to buy paintings and he himself works as an optician . For his job , Joe sells [MASK] .	glasses
Joe knows that Jake likes to buy paintings and he himself works as an optician and has a sister . For his job , Joe sells [MASK] .	glasses
Joe knows that Jake likes to buy paintings and he himself works as an optician , has a sister and played basketball . For his job , Joe sells [MASK] .	glasses
Joe knows that Jake likes to buy paintings and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	glasses
Rowan knows that Sebastian likes to buy flowers and he himself works as a butcher . For his job , Rowan sells [MASK] .	meat
Rowan knows that Sebastian likes to buy flowers and he himself works as a butcher and has a sister . For his job , Rowan sells [MASK] .	meat
Rowan knows that Sebastian likes to buy flowers and he himself works as a butcher , has a sister and played basketball . For his job , Rowan sells [MASK] .	meat
Rowan knows that Sebastian likes to buy flowers and he himself works as a butcher , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	meat
Jack knows that Sebastian likes to buy glasses and he himself works as a butcher . For his job , Jack sells [MASK] .	meat
Jack knows that Sebastian likes to buy glasses and he himself works as a butcher and has a sister . For his job , Jack sells [MASK] .	meat
Jack knows that Sebastian likes to buy glasses and he himself works as a butcher , has a sister and played basketball . For his job , Jack sells [MASK] .	meat
Jack knows that Sebastian likes to buy glasses and he himself works as a butcher , has a sister , played basketball and sang in a choir . For his job , Jack sells [MASK] .	meat
Sebastian knows that Rowan likes to buy bread and he himself works as a butcher . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Rowan likes to buy bread and he himself works as a butcher and has a sister . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Rowan likes to buy bread and he himself works as a butcher , has a sister and played basketball . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Rowan likes to buy bread and he himself works as a butcher , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Jake likes to buy fish and he himself works as a butcher . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Jake likes to buy fish and he himself works as a butcher and has a sister . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Jake likes to buy fish and he himself works as a butcher , has a sister and played basketball . For his job , Sebastian sells [MASK] .	meat
Sebastian knows that Jake likes to buy fish and he himself works as a butcher , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	meat
Rowan knows that Jake likes to buy paintings and he himself works as a butcher . For his job , Rowan sells [MASK] .	meat
Rowan knows that Jake likes to buy paintings and he himself works as a butcher and has a sister . For his job , Rowan sells [MASK] .	meat
Rowan knows that Jake likes to buy paintings and he himself works as a butcher , has a sister and played basketball . For his job , Rowan sells [MASK] .	meat
Rowan knows that Jake likes to buy paintings and he himself works as a butcher , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	meat
Sebastian knows that Rowan likes to buy flowers and he himself works as a baker . For his job , Sebastian sells [MASK] .	bread
Sebastian knows that Rowan likes to buy flowers and he himself works as a baker and has a sister . For his job , Sebastian sells [MASK] .	bread
Sebastian knows that Rowan likes to buy flowers and he himself works as a baker , has a sister and played basketball . For his job , Sebastian sells [MASK] .	bread
Sebastian knows that Rowan likes to buy flowers and he himself works as a baker , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	bread
Jake knows that Daniel likes to buy glasses and he himself works as a baker . For his job , Jake sells [MASK] .	bread
Jake knows that Daniel likes to buy glasses and he himself works as a baker and has a sister . For his job , Jake sells [MASK] .	bread
Jake knows that Daniel likes to buy glasses and he himself works as a baker , has a sister and played basketball . For his job , Jake sells [MASK] .	bread
Jake knows that Daniel likes to buy glasses and he himself works as a baker , has a sister , played basketball and sang in a choir . For his job , Jake sells [MASK] .	bread
Sebastian knows that Joe likes to buy meat and he himself works as a baker . For his job , Sebastian sells [MASK] .	bread
Sebastian knows that Joe likes to buy meat and he himself works as a baker and has a sister . For his job , Sebastian sells [MASK] .	bread
Sebastian knows that Joe likes to buy meat and he himself works as a baker , has a sister and played basketball . For his job , Sebastian sells [MASK] .	bread
Sebastian knows that Joe likes to buy meat and he himself works as a baker , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	bread
Jack knows that Jake likes to buy fish and he himself works as a baker . For his job , Jack sells [MASK] .	bread
Jack knows that Jake likes to buy fish and he himself works as a baker and has a sister . For his job , Jack sells [MASK] .	bread
Jack knows that Jake likes to buy fish and he himself works as a baker , has a sister and played basketball . For his job , Jack sells [MASK] .	bread
Jack knows that Jake likes to buy fish and he himself works as a baker , has a sister , played basketball and sang in a choir . For his job , Jack sells [MASK] .	bread
John knows that Joe likes to buy paintings and he himself works as a baker . For his job , John sells [MASK] .	bread
John knows that Joe likes to buy paintings and he himself works as a baker and has a sister . For his job , John sells [MASK] .	bread
John knows that Joe likes to buy paintings and he himself works as a baker , has a sister and played basketball . For his job , John sells [MASK] .	bread
John knows that Joe likes to buy paintings and he himself works as a baker , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	bread
John knows that Daniel likes to buy flowers and he himself works as a fisherman . For his job , John sells [MASK] .	fish
John knows that Daniel likes to buy flowers and he himself works as a fisherman and has a sister . For his job , John sells [MASK] .	fish
John knows that Daniel likes to buy flowers and he himself works as a fisherman , has a sister and played basketball . For his job , John sells [MASK] .	fish
John knows that Daniel likes to buy flowers and he himself works as a fisherman , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	fish
Rowan knows that Sebastian likes to buy glasses and he himself works as a fisherman . For his job , Rowan sells [MASK] .	fish
Rowan knows that Sebastian likes to buy glasses and he himself works as a fisherman and has a sister . For his job , Rowan sells [MASK] .	fish
Rowan knows that Sebastian likes to buy glasses and he himself works as a fisherman , has a sister and played basketball . For his job , Rowan sells [MASK] .	fish
Rowan knows that Sebastian likes to buy glasses and he himself works as a fisherman , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	fish
Sebastian knows that Rowan likes to buy meat and he himself works as a fisherman . For his job , Sebastian sells [MASK] .	fish
Sebastian knows that Rowan likes to buy meat and he himself works as a fisherman and has a sister . For his job , Sebastian sells [MASK] .	fish
Sebastian knows that Rowan likes to buy meat and he himself works as a fisherman , has a sister and played basketball . For his job , Sebastian sells [MASK] .	fish
Sebastian knows that Rowan likes to buy meat and he himself works as a fisherman , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	fish
Jack knows that Sebastian likes to buy bread and he himself works as a fisherman . For his job , Jack sells [MASK] .	fish
Jack knows that Sebastian likes to buy bread and he himself works as a fisherman and has a sister . For his job , Jack sells [MASK] .	fish
Jack knows that Sebastian likes to buy bread and he himself works as a fisherman , has a sister and played basketball . For his job , Jack sells [MASK] .	fish
Jack knows that Sebastian likes to buy bread and he himself works as a fisherman , has a sister , played basketball and sang in a choir . For his job , Jack sells [MASK] .	fish
Joe knows that Sebastian likes to buy paintings and he himself works as a fisherman . For his job , Joe sells [MASK] .	fish
Joe knows that Sebastian likes to buy paintings and he himself works as a fisherman and has a sister . For his job , Joe sells [MASK] .	fish
Joe knows that Sebastian likes to buy paintings and he himself works as a fisherman , has a sister and played basketball . For his job , Joe sells [MASK] .	fish
Joe knows that Sebastian likes to buy paintings and he himself works as a fisherman , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	fish
Daniel knows that Joe likes to buy flowers and he himself works as a painter . For his job , Daniel sells [MASK] .	paintings
Daniel knows that Joe likes to buy flowers and he himself works as a painter and has a sister . For his job , Daniel sells [MASK] .	paintings
Daniel knows that Joe likes to buy flowers and he himself works as a painter , has a sister and played basketball . For his job , Daniel sells [MASK] .	paintings
Daniel knows that Joe likes to buy flowers and he himself works as a painter , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	paintings
John knows that Daniel likes to buy glasses and he himself works as a painter . For his job , John sells [MASK] .	paintings
John knows that Daniel likes to buy glasses and he himself works as a painter and has a sister . For his job , John sells [MASK] .	paintings
John knows that Daniel likes to buy glasses and he himself works as a painter , has a sister and played basketball . For his job , John sells [MASK] .	paintings
John knows that Daniel likes to buy glasses and he himself works as a painter , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	paintings
Joe knows that Rowan likes to buy meat and he himself works as a painter . For his job , Joe sells [MASK] .	paintings
Joe knows that Rowan likes to buy meat and he himself works as a painter and has a sister . For his job , Joe sells [MASK] .	paintings
Joe knows that Rowan likes to buy meat and he himself works as a painter , has a sister and played basketball . For his job , Joe sells [MASK] .	paintings
Joe knows that Rowan likes to buy meat and he himself works as a painter , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	paintings
Joe knows that John likes to buy bread and he himself works as a painter . For his job , Joe sells [MASK] .	paintings
Joe knows that John likes to buy bread and he himself works as a painter and has a sister . For his job , Joe sells [MASK] .	paintings
Joe knows that John likes to buy bread and he himself works as a painter , has a sister and played basketball . For his job , Joe sells [MASK] .	paintings
Joe knows that John likes to buy bread and he himself works as a painter , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	paintings
John knows that Jack likes to buy fish and he himself works as a painter . For his job , John sells [MASK] .	paintings
John knows that Jack likes to buy fish and he himself works as a painter and has a sister . For his job , John sells [MASK] .	paintings
John knows that Jack likes to buy fish and he himself works as a painter , has a sister and played basketball . For his job , John sells [MASK] .	paintings
John knows that Jack likes to buy fish and he himself works as a painter , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	paintings
Daniel knows that Jake likes to buy glasses and Rowan likes to buy meat and he himself works as a florist . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Jake likes to buy glasses and Rowan likes to buy meat and he himself works as a florist and has a sister . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Jake likes to buy glasses and Rowan likes to buy meat and he himself works as a florist , has a sister and played basketball . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Jake likes to buy glasses and Rowan likes to buy meat and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	flowers
John knows that Daniel likes to buy glasses and Sebastian likes to buy bread and he himself works as a florist . For his job , John sells [MASK] .	flowers
John knows that Daniel likes to buy glasses and Sebastian likes to buy bread and he himself works as a florist and has a sister . For his job , John sells [MASK] .	flowers
John knows that Daniel likes to buy glasses and Sebastian likes to buy bread and he himself works as a florist , has a sister and played basketball . For his job , John sells [MASK] .	flowers
John knows that Daniel likes to buy glasses and Sebastian likes to buy bread and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	flowers
Jack knows that Rowan likes to buy glasses and John likes to buy fish and he himself works as a florist . For his job , Jack sells [MASK] .	flowers
Jack knows that Rowan likes to buy glasses and John likes to buy fish and he himself works as a florist and has a sister . For his job , Jack sells [MASK] .	flowers
Jack knows that Rowan likes to buy glasses and John likes to buy fish and he himself works as a florist , has a sister and played basketball . For his job , Jack sells [MASK] .	flowers
Jack knows that Rowan likes to buy glasses and John likes to buy fish and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Jack sells [MASK] .	flowers
Jack knows that John likes to buy glasses and Daniel likes to buy paintings and he himself works as a florist . For his job , Jack sells [MASK] .	flowers
Jack knows that John likes to buy glasses and Daniel likes to buy paintings and he himself works as a florist and has a sister . For his job , Jack sells [MASK] .	flowers
Jack knows that John likes to buy glasses and Daniel likes to buy paintings and he himself works as a florist , has a sister and played basketball . For his job , Jack sells [MASK] .	flowers
Jack knows that John likes to buy glasses and Daniel likes to buy paintings and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Jack sells [MASK] .	flowers
Sebastian knows that Joe likes to buy meat and Jack likes to buy glasses and he himself works as a florist . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that Joe likes to buy meat and Jack likes to buy glasses and he himself works as a florist and has a sister . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that Joe likes to buy meat and Jack likes to buy glasses and he himself works as a florist , has a sister and played basketball . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that Joe likes to buy meat and Jack likes to buy glasses and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	flowers
Daniel knows that Sebastian likes to buy meat and Jack likes to buy bread and he himself works as a florist . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Sebastian likes to buy meat and Jack likes to buy bread and he himself works as a florist and has a sister . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Sebastian likes to buy meat and Jack likes to buy bread and he himself works as a florist , has a sister and played basketball . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Sebastian likes to buy meat and Jack likes to buy bread and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	flowers
Joe knows that Rowan likes to buy meat and Jake likes to buy fish and he himself works as a florist . For his job , Joe sells [MASK] .	flowers
Joe knows that Rowan likes to buy meat and Jake likes to buy fish and he himself works as a florist and has a sister . For his job , Joe sells [MASK] .	flowers
Joe knows that Rowan likes to buy meat and Jake likes to buy fish and he himself works as a florist , has a sister and played basketball . For his job , Joe sells [MASK] .	flowers
Joe knows that Rowan likes to buy meat and Jake likes to buy fish and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	flowers
Jake knows that John likes to buy meat and Joe likes to buy paintings and he himself works as a florist . For his job , Jake sells [MASK] .	flowers
Jake knows that John likes to buy meat and Joe likes to buy paintings and he himself works as a florist and has a sister . For his job , Jake sells [MASK] .	flowers
Jake knows that John likes to buy meat and Joe likes to buy paintings and he himself works as a florist , has a sister and played basketball . For his job , Jake sells [MASK] .	flowers
Jake knows that John likes to buy meat and Joe likes to buy paintings and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Jake sells [MASK] .	flowers
Joe knows that Rowan likes to buy bread and Daniel likes to buy glasses and he himself works as a florist . For his job , Joe sells [MASK] .	flowers
Joe knows that Rowan likes to buy bread and Daniel likes to buy glasses and he himself works as a florist and has a sister . For his job , Joe sells [MASK] .	flowers
Joe knows that Rowan likes to buy bread and Daniel likes to buy glasses and he himself works as a florist , has a sister and played basketball . For his job , Joe sells [MASK] .	flowers
Joe knows that Rowan likes to buy bread and Daniel likes to buy glasses and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	flowers
Sebastian knows that John likes to buy bread and Joe likes to buy meat and he himself works as a florist . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that John likes to buy bread and Joe likes to buy meat and he himself works as a florist and has a sister . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that John likes to buy bread and Joe likes to buy meat and he himself works as a florist , has a sister and played basketball . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that John likes to buy bread and Joe likes to buy meat and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	flowers
Rowan knows that Jake likes to buy bread and Joe likes to buy fish and he himself works as a florist . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Jake likes to buy bread and Joe likes to buy fish and he himself works as a florist and has a sister . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Jake likes to buy bread and Joe likes to buy fish and he himself works as a florist , has a sister and played basketball . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Jake likes to buy bread and Joe likes to buy fish and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	flowers
Sebastian knows that Daniel likes to buy bread and John likes to buy paintings and he himself works as a florist . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that Daniel likes to buy bread and John likes to buy paintings and he himself works as a florist and has a sister . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that Daniel likes to buy bread and John likes to buy paintings and he himself works as a florist , has a sister and played basketball . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that Daniel likes to buy bread and John likes to buy paintings and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	flowers
Daniel knows that John likes to buy fish and Joe likes to buy glasses and he himself works as a florist . For his job , Daniel sells [MASK] .	flowers
Daniel knows that John likes to buy fish and Joe likes to buy glasses and he himself works as a florist and has a sister . For his job , Daniel sells [MASK] .	flowers
Daniel knows that John likes to buy fish and Joe likes to buy glasses and he himself works as a florist , has a sister and played basketball . For his job , Daniel sells [MASK] .	flowers
Daniel knows that John likes to buy fish and Joe likes to buy glasses and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	flowers
Joe knows that Jack likes to buy fish and John likes to buy meat and he himself works as a florist . For his job , Joe sells [MASK] .	flowers
Joe knows that Jack likes to buy fish and John likes to buy meat and he himself works as a florist and has a sister . For his job , Joe sells [MASK] .	flowers
Joe knows that Jack likes to buy fish and John likes to buy meat and he himself works as a florist , has a sister and played basketball . For his job , Joe sells [MASK] .	flowers
Joe knows that Jack likes to buy fish and John likes to buy meat and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	flowers
Joe knows that Daniel likes to buy fish and Sebastian likes to buy bread and he himself works as a florist . For his job , Joe sells [MASK] .	flowers
Joe knows that Daniel likes to buy fish and Sebastian likes to buy bread and he himself works as a florist and has a sister . For his job , Joe sells [MASK] .	flowers
Joe knows that Daniel likes to buy fish and Sebastian likes to buy bread and he himself works as a florist , has a sister and played basketball . For his job , Joe sells [MASK] .	flowers
Joe knows that Daniel likes to buy fish and Sebastian likes to buy bread and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Joe sells [MASK] .	flowers
Jack knows that Joe likes to buy fish and John likes to buy paintings and he himself works as a florist . For his job , Jack sells [MASK] .	flowers
Jack knows that Joe likes to buy fish and John likes to buy paintings and he himself works as a florist and has a sister . For his job , Jack sells [MASK] .	flowers
Jack knows that Joe likes to buy fish and John likes to buy paintings and he himself works as a florist , has a sister and played basketball . For his job , Jack sells [MASK] .	flowers
Jack knows that Joe likes to buy fish and John likes to buy paintings and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Jack sells [MASK] .	flowers
Daniel knows that Jake likes to buy paintings and Rowan likes to buy glasses and he himself works as a florist . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Jake likes to buy paintings and Rowan likes to buy glasses and he himself works as a florist and has a sister . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Jake likes to buy paintings and Rowan likes to buy glasses and he himself works as a florist , has a sister and played basketball . For his job , Daniel sells [MASK] .	flowers
Daniel knows that Jake likes to buy paintings and Rowan likes to buy glasses and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	flowers
Rowan knows that Sebastian likes to buy paintings and Joe likes to buy meat and he himself works as a florist . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Sebastian likes to buy paintings and Joe likes to buy meat and he himself works as a florist and has a sister . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Sebastian likes to buy paintings and Joe likes to buy meat and he himself works as a florist , has a sister and played basketball . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Sebastian likes to buy paintings and Joe likes to buy meat and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	flowers
Sebastian knows that John likes to buy paintings and Daniel likes to buy bread and he himself works as a florist . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that John likes to buy paintings and Daniel likes to buy bread and he himself works as a florist and has a sister . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that John likes to buy paintings and Daniel likes to buy bread and he himself works as a florist , has a sister and played basketball . For his job , Sebastian sells [MASK] .	flowers
Sebastian knows that John likes to buy paintings and Daniel likes to buy bread and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Sebastian sells [MASK] .	flowers
Rowan knows that Daniel likes to buy paintings and Sebastian likes to buy fish and he himself works as a florist . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Daniel likes to buy paintings and Sebastian likes to buy fish and he himself works as a florist and has a sister . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Daniel likes to buy paintings and Sebastian likes to buy fish and he himself works as a florist , has a sister and played basketball . For his job , Rowan sells [MASK] .	flowers
Rowan knows that Daniel likes to buy paintings and Sebastian likes to buy fish and he himself works as a florist , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	flowers
John knows that Rowan likes to buy flowers and Sebastian likes to buy meat and he himself works as an optician . For his job , John sells [MASK] .	glasses
John knows that Rowan likes to buy flowers and Sebastian likes to buy meat and he himself works as an optician and has a sister . For his job , John sells [MASK] .	glasses
John knows that Rowan likes to buy flowers and Sebastian likes to buy meat and he himself works as an optician , has a sister and played basketball . For his job , John sells [MASK] .	glasses
John knows that Rowan likes to buy flowers and Sebastian likes to buy meat and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , John sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Rowan likes to buy bread and he himself works as an optician . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Rowan likes to buy bread and he himself works as an optician and has a sister . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Rowan likes to buy bread and he himself works as an optician , has a sister and played basketball . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Rowan likes to buy bread and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Daniel sells [MASK] .	glasses
Rowan knows that Daniel likes to buy flowers and Joe likes to buy fish and he himself works as an optician . For his job , Rowan sells [MASK] .	glasses
Rowan knows that Daniel likes to buy flowers and Joe likes to buy fish and he himself works as an optician and has a sister . For his job , Rowan sells [MASK] .	glasses
Rowan knows that Daniel likes to buy flowers and Joe likes to buy fish and he himself works as an optician , has a sister and played basketball . For his job , Rowan sells [MASK] .	glasses
Rowan knows that Daniel likes to buy flowers and Joe likes to buy fish and he himself works as an optician , has a sister , played basketball and sang in a choir . For his job , Rowan sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Jake likes to buy paintings and he himself works as an optician . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Jake likes to buy paintings and he himself works as an optician and has a sister . For his job , Daniel sells [MASK] .	glasses
Daniel knows that Jack likes to buy flowers and Jake likes to buy paintings and he himself works as an optician , has a sister and played basketball . For his job , Daniel sells [MASK] .	glasses
