sentence	target_occupation
Sebastian has a sister , sang in a choir and now works as a florist and Daniel has a pet snake . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , sang in a choir , fell down on Tuesday and now works as a florist and Daniel has a pet snake . For his job , Sebastian sells [MASK] .	flowers
John works as an optician and Daniel writes poetry . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician and Daniel writes poetry . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir and now works as an optician and Daniel writes poetry . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir , fell down on Tuesday and now works as an optician and Daniel writes poetry . For his job , John sells [MASK] .	glasses
Daniel works as an optician and Sebastian drives a car . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician and Sebastian drives a car . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , sang in a choir and now works as an optician and Sebastian drives a car . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as an optician and Sebastian drives a car . For his job , Daniel sells [MASK] .	glasses
Daniel works as an optician and John slept late last week . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician and John slept late last week . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , sang in a choir and now works as an optician and John slept late last week . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as an optician and John slept late last week . For his job , Daniel sells [MASK] .	glasses
Rowan works as an optician and Sebastian sits by the lake . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician and Sebastian sits by the lake . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , sang in a choir and now works as an optician and Sebastian sits by the lake . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as an optician and Sebastian sits by the lake . For his job , Rowan sells [MASK] .	glasses
Jack works as an optician and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir and now works as an optician and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir , fell down on Tuesday and now works as an optician and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack works as a butcher and Rowan writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister and now works as a butcher and Rowan writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir and now works as a butcher and Rowan writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a butcher and Rowan writes poetry . For his job , Jack sells [MASK] .	meat
John works as a butcher and Joe drives a car . For his job , John sells [MASK] .	meat
John has a sister and now works as a butcher and Joe drives a car . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir and now works as a butcher and Joe drives a car . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir , fell down on Tuesday and now works as a butcher and Joe drives a car . For his job , John sells [MASK] .	meat
John works as a butcher and Joe slept late last week . For his job , John sells [MASK] .	meat
John has a sister and now works as a butcher and Joe slept late last week . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir and now works as a butcher and Joe slept late last week . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir , fell down on Tuesday and now works as a butcher and Joe slept late last week . For his job , John sells [MASK] .	meat
Jack works as a butcher and Jake sits by the lake . For his job , Jack sells [MASK] .	meat
Jack has a sister and now works as a butcher and Jake sits by the lake . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir and now works as a butcher and Jake sits by the lake . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a butcher and Jake sits by the lake . For his job , Jack sells [MASK] .	meat
Joe works as a butcher and Rowan has a pet snake . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher and Rowan has a pet snake . For his job , Joe sells [MASK] .	meat
Joe has a sister , sang in a choir and now works as a butcher and Rowan has a pet snake . For his job , Joe sells [MASK] .	meat
Joe has a sister , sang in a choir , fell down on Tuesday and now works as a butcher and Rowan has a pet snake . For his job , Joe sells [MASK] .	meat
Jake works as a baker and Rowan writes poetry . For his job , Jake sells [MASK] .	bread
Jake has a sister and now works as a baker and Rowan writes poetry . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir and now works as a baker and Rowan writes poetry . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a baker and Rowan writes poetry . For his job , Jake sells [MASK] .	bread
Rowan works as a baker and Daniel drives a car . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker and Daniel drives a car . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir and now works as a baker and Daniel drives a car . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a baker and Daniel drives a car . For his job , Rowan sells [MASK] .	bread
Rowan works as a baker and Jake slept late last week . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker and Jake slept late last week . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir and now works as a baker and Jake slept late last week . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a baker and Jake slept late last week . For his job , Rowan sells [MASK] .	bread
Rowan works as a baker and Jack sits by the lake . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker and Jack sits by the lake . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir and now works as a baker and Jack sits by the lake . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a baker and Jack sits by the lake . For his job , Rowan sells [MASK] .	bread
Sebastian works as a baker and Joe has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker and Joe has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir and now works as a baker and Joe has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir , fell down on Tuesday and now works as a baker and Joe has a pet snake . For his job , Sebastian sells [MASK] .	bread
Daniel works as a fisherman and John writes poetry . For his job , Daniel sells [MASK] .	fish
Daniel has a sister and now works as a fisherman and John writes poetry . For his job , Daniel sells [MASK] .	fish
Daniel has a sister , sang in a choir and now works as a fisherman and John writes poetry . For his job , Daniel sells [MASK] .	fish
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a fisherman and John writes poetry . For his job , Daniel sells [MASK] .	fish
Daniel works as a fisherman and Rowan drives a car . For his job , Daniel sells [MASK] .	fish
Daniel has a sister and now works as a fisherman and Rowan drives a car . For his job , Daniel sells [MASK] .	fish
Daniel has a sister , sang in a choir and now works as a fisherman and Rowan drives a car . For his job , Daniel sells [MASK] .	fish
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a fisherman and Rowan drives a car . For his job , Daniel sells [MASK] .	fish
John works as a fisherman and Sebastian slept late last week . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and Sebastian slept late last week . For his job , John sells [MASK] .	fish
John has a sister , sang in a choir and now works as a fisherman and Sebastian slept late last week . For his job , John sells [MASK] .	fish
John has a sister , sang in a choir , fell down on Tuesday and now works as a fisherman and Sebastian slept late last week . For his job , John sells [MASK] .	fish
John works as a fisherman and Rowan sits by the lake . For his job , John sells [MASK] .	fish
John has a sister and now works as a fisherman and Rowan sits by the lake . For his job , John sells [MASK] .	fish
John has a sister , sang in a choir and now works as a fisherman and Rowan sits by the lake . For his job , John sells [MASK] .	fish
John has a sister , sang in a choir , fell down on Tuesday and now works as a fisherman and Rowan sits by the lake . For his job , John sells [MASK] .	fish
Jack works as a fisherman and Joe has a pet snake . For his job , Jack sells [MASK] .	fish
Jack has a sister and now works as a fisherman and Joe has a pet snake . For his job , Jack sells [MASK] .	fish
Jack has a sister , sang in a choir and now works as a fisherman and Joe has a pet snake . For his job , Jack sells [MASK] .	fish
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a fisherman and Joe has a pet snake . For his job , Jack sells [MASK] .	fish
Rowan works as a painter and Daniel writes poetry . For his job , Rowan sells [MASK] .	paintings
Rowan has a sister and now works as a painter and Daniel writes poetry . For his job , Rowan sells [MASK] .	paintings
Rowan has a sister , sang in a choir and now works as a painter and Daniel writes poetry . For his job , Rowan sells [MASK] .	paintings
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a painter and Daniel writes poetry . For his job , Rowan sells [MASK] .	paintings
Jake works as a painter and Rowan drives a car . For his job , Jake sells [MASK] .	paintings
Jake has a sister and now works as a painter and Rowan drives a car . For his job , Jake sells [MASK] .	paintings
Jake has a sister , sang in a choir and now works as a painter and Rowan drives a car . For his job , Jake sells [MASK] .	paintings
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a painter and Rowan drives a car . For his job , Jake sells [MASK] .	paintings
Jack works as a painter and Joe slept late last week . For his job , Jack sells [MASK] .	paintings
Jack has a sister and now works as a painter and Joe slept late last week . For his job , Jack sells [MASK] .	paintings
Jack has a sister , sang in a choir and now works as a painter and Joe slept late last week . For his job , Jack sells [MASK] .	paintings
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a painter and Joe slept late last week . For his job , Jack sells [MASK] .	paintings
Jack works as a painter and Joe sits by the lake . For his job , Jack sells [MASK] .	paintings
Jack has a sister and now works as a painter and Joe sits by the lake . For his job , Jack sells [MASK] .	paintings
Jack has a sister , sang in a choir and now works as a painter and Joe sits by the lake . For his job , Jack sells [MASK] .	paintings
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a painter and Joe sits by the lake . For his job , Jack sells [MASK] .	paintings
Jack works as a painter and Daniel has a pet snake . For his job , Jack sells [MASK] .	paintings
Jack has a sister and now works as a painter and Daniel has a pet snake . For his job , Jack sells [MASK] .	paintings
Jack has a sister , sang in a choir and now works as a painter and Daniel has a pet snake . For his job , Jack sells [MASK] .	paintings
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a painter and Daniel has a pet snake . For his job , Jack sells [MASK] .	paintings
Jake works as a florist , Jack writes poetry , and Joe drives a car . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , Jack writes poetry , and Joe drives a car . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir and now works as a florist , Jack writes poetry , and Joe drives a car . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Jack writes poetry , and Joe drives a car . For his job , Jake sells [MASK] .	flowers
Daniel works as a florist , Rowan writes poetry , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Rowan writes poetry , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir and now works as a florist , Rowan writes poetry , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Rowan writes poetry , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Rowan works as a florist , John writes poetry , and Jack sits by the lake . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist , John writes poetry , and Jack sits by the lake . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , sang in a choir and now works as a florist , John writes poetry , and Jack sits by the lake . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a florist , John writes poetry , and Jack sits by the lake . For his job , Rowan sells [MASK] .	flowers
Jake works as a florist , Sebastian writes poetry , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , Sebastian writes poetry , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir and now works as a florist , Sebastian writes poetry , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Sebastian writes poetry , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Sebastian works as a florist , Jake drives a car , and Joe writes poetry . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister and now works as a florist , Jake drives a car , and Joe writes poetry . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , sang in a choir and now works as a florist , Jake drives a car , and Joe writes poetry . For his job , Sebastian sells [MASK] .	flowers
Sebastian has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Jake drives a car , and Joe writes poetry . For his job , Sebastian sells [MASK] .	flowers
Jack works as a florist , Joe drives a car , and John slept late last week . For his job , Jack sells [MASK] .	flowers
Jack has a sister and now works as a florist , Joe drives a car , and John slept late last week . For his job , Jack sells [MASK] .	flowers
Jack has a sister , sang in a choir and now works as a florist , Joe drives a car , and John slept late last week . For his job , Jack sells [MASK] .	flowers
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Joe drives a car , and John slept late last week . For his job , Jack sells [MASK] .	flowers
Daniel works as a florist , Joe drives a car , and John sits by the lake . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Joe drives a car , and John sits by the lake . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir and now works as a florist , Joe drives a car , and John sits by the lake . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Joe drives a car , and John sits by the lake . For his job , Daniel sells [MASK] .	flowers
Jake works as a florist , Jack drives a car , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , Jack drives a car , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir and now works as a florist , Jack drives a car , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Jack drives a car , and Daniel has a pet snake . For his job , Jake sells [MASK] .	flowers
John works as a florist , Daniel slept late last week , and Jake writes poetry . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist , Daniel slept late last week , and Jake writes poetry . For his job , John sells [MASK] .	flowers
John has a sister , sang in a choir and now works as a florist , Daniel slept late last week , and Jake writes poetry . For his job , John sells [MASK] .	flowers
John has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Daniel slept late last week , and Jake writes poetry . For his job , John sells [MASK] .	flowers
Daniel works as a florist , John slept late last week , and Jack drives a car . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , John slept late last week , and Jack drives a car . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir and now works as a florist , John slept late last week , and Jack drives a car . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a florist , John slept late last week , and Jack drives a car . For his job , Daniel sells [MASK] .	flowers
Rowan works as a florist , Sebastian slept late last week , and John sits by the lake . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist , Sebastian slept late last week , and John sits by the lake . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , sang in a choir and now works as a florist , Sebastian slept late last week , and John sits by the lake . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Sebastian slept late last week , and John sits by the lake . For his job , Rowan sells [MASK] .	flowers
Daniel works as a florist , Joe slept late last week , and John has a pet snake . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Joe slept late last week , and John has a pet snake . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir and now works as a florist , Joe slept late last week , and John has a pet snake . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Joe slept late last week , and John has a pet snake . For his job , Daniel sells [MASK] .	flowers
Joe works as a florist , John sits by the lake , and Jake writes poetry . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , John sits by the lake , and Jake writes poetry . For his job , Joe sells [MASK] .	flowers
Joe has a sister , sang in a choir and now works as a florist , John sits by the lake , and Jake writes poetry . For his job , Joe sells [MASK] .	flowers
Joe has a sister , sang in a choir , fell down on Tuesday and now works as a florist , John sits by the lake , and Jake writes poetry . For his job , Joe sells [MASK] .	flowers
Joe works as a florist , Jack sits by the lake , and Rowan drives a car . For his job , Joe sells [MASK] .	flowers
Joe has a sister and now works as a florist , Jack sits by the lake , and Rowan drives a car . For his job , Joe sells [MASK] .	flowers
Joe has a sister , sang in a choir and now works as a florist , Jack sits by the lake , and Rowan drives a car . For his job , Joe sells [MASK] .	flowers
Joe has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Jack sits by the lake , and Rowan drives a car . For his job , Joe sells [MASK] .	flowers
Daniel works as a florist , Jake sits by the lake , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister and now works as a florist , Jake sits by the lake , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir and now works as a florist , Jake sits by the lake , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Jake sits by the lake , and Joe slept late last week . For his job , Daniel sells [MASK] .	flowers
John works as a florist , Sebastian sits by the lake , and Rowan has a pet snake . For his job , John sells [MASK] .	flowers
John has a sister and now works as a florist , Sebastian sits by the lake , and Rowan has a pet snake . For his job , John sells [MASK] .	flowers
John has a sister , sang in a choir and now works as a florist , Sebastian sits by the lake , and Rowan has a pet snake . For his job , John sells [MASK] .	flowers
John has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Sebastian sits by the lake , and Rowan has a pet snake . For his job , John sells [MASK] .	flowers
Jack works as a florist , John has a pet snake , and Jake writes poetry . For his job , Jack sells [MASK] .	flowers
Jack has a sister and now works as a florist , John has a pet snake , and Jake writes poetry . For his job , Jack sells [MASK] .	flowers
Jack has a sister , sang in a choir and now works as a florist , John has a pet snake , and Jake writes poetry . For his job , Jack sells [MASK] .	flowers
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a florist , John has a pet snake , and Jake writes poetry . For his job , Jack sells [MASK] .	flowers
Jake works as a florist , Sebastian has a pet snake , and Daniel drives a car . For his job , Jake sells [MASK] .	flowers
Jake has a sister and now works as a florist , Sebastian has a pet snake , and Daniel drives a car . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir and now works as a florist , Sebastian has a pet snake , and Daniel drives a car . For his job , Jake sells [MASK] .	flowers
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Sebastian has a pet snake , and Daniel drives a car . For his job , Jake sells [MASK] .	flowers
Rowan works as a florist , Joe has a pet snake , and Sebastian slept late last week . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister and now works as a florist , Joe has a pet snake , and Sebastian slept late last week . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , sang in a choir and now works as a florist , Joe has a pet snake , and Sebastian slept late last week . For his job , Rowan sells [MASK] .	flowers
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a florist , Joe has a pet snake , and Sebastian slept late last week . For his job , Rowan sells [MASK] .	flowers
Jack works as a florist , John has a pet snake , and Daniel sits by the lake . For his job , Jack sells [MASK] .	flowers
Jack has a sister and now works as a florist , John has a pet snake , and Daniel sits by the lake . For his job , Jack sells [MASK] .	flowers
Jack has a sister , sang in a choir and now works as a florist , John has a pet snake , and Daniel sits by the lake . For his job , Jack sells [MASK] .	flowers
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a florist , John has a pet snake , and Daniel sits by the lake . For his job , Jack sells [MASK] .	flowers
John works as an optician , Joe writes poetry , and Jack drives a car . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician , Joe writes poetry , and Jack drives a car . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir and now works as an optician , Joe writes poetry , and Jack drives a car . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Joe writes poetry , and Jack drives a car . For his job , John sells [MASK] .	glasses
Jack works as an optician , Joe writes poetry , and Sebastian slept late last week . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , Joe writes poetry , and Sebastian slept late last week . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir and now works as an optician , Joe writes poetry , and Sebastian slept late last week . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Joe writes poetry , and Sebastian slept late last week . For his job , Jack sells [MASK] .	glasses
Jack works as an optician , Rowan writes poetry , and Jake sits by the lake . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , Rowan writes poetry , and Jake sits by the lake . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir and now works as an optician , Rowan writes poetry , and Jake sits by the lake . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Rowan writes poetry , and Jake sits by the lake . For his job , Jack sells [MASK] .	glasses
Jake works as an optician , Daniel writes poetry , and Rowan has a pet snake . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Daniel writes poetry , and Rowan has a pet snake . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir and now works as an optician , Daniel writes poetry , and Rowan has a pet snake . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Daniel writes poetry , and Rowan has a pet snake . For his job , Jake sells [MASK] .	glasses
Jake works as an optician , Sebastian drives a car , and Rowan writes poetry . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Sebastian drives a car , and Rowan writes poetry . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir and now works as an optician , Sebastian drives a car , and Rowan writes poetry . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Sebastian drives a car , and Rowan writes poetry . For his job , Jake sells [MASK] .	glasses
Jake works as an optician , Jack drives a car , and Sebastian slept late last week . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Jack drives a car , and Sebastian slept late last week . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir and now works as an optician , Jack drives a car , and Sebastian slept late last week . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Jack drives a car , and Sebastian slept late last week . For his job , Jake sells [MASK] .	glasses
Jake works as an optician , Rowan drives a car , and Sebastian sits by the lake . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , Rowan drives a car , and Sebastian sits by the lake . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir and now works as an optician , Rowan drives a car , and Sebastian sits by the lake . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Rowan drives a car , and Sebastian sits by the lake . For his job , Jake sells [MASK] .	glasses
Jack works as an optician , Jake drives a car , and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , Jake drives a car , and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir and now works as an optician , Jake drives a car , and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Jake drives a car , and Rowan has a pet snake . For his job , Jack sells [MASK] .	glasses
Rowan works as an optician , Joe slept late last week , and Sebastian writes poetry . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician , Joe slept late last week , and Sebastian writes poetry . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , sang in a choir and now works as an optician , Joe slept late last week , and Sebastian writes poetry . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as an optician , Joe slept late last week , and Sebastian writes poetry . For his job , Rowan sells [MASK] .	glasses
Rowan works as an optician , Joe slept late last week , and Daniel drives a car . For his job , Rowan sells [MASK] .	glasses
Rowan has a sister and now works as an optician , Joe slept late last week , and Daniel drives a car . For his job , Rowan sells [MASK] .	glasses
